Location,Xylem Type,Species name,Sample number,Sample length,wood density,SW/DW,SWC,Ks,Mean-Ks,max-Ks ,Dv,Dh,VAF,VF,P,P_g, K,Fd,Removed K,removed Fd
T,Pa,Archontophoenix alexandrae,1,171,0.17,6.07,5.07,3.41,3.45,4.21,139.27,169.33,1.96,1.22,0.07,0.0409,0.29,139.68,,
T,Pa,Archontophoenix alexandrae,1,171,0.17,6.07,5.07,2.86,3.45,4.21,139.27,169.33,1.96,1.22,0.08,0.0468,NA,NA,0,0
T,Pa,Archontophoenix alexandrae,1,171,0.17,6.07,5.07,2.82,3.45,4.21,139.27,169.33,1.96,1.22,0.09,0.0526,0.36,148.39,,
T,Pa,Archontophoenix alexandrae,2,143,0.17,6.34,5.34,0.96,1.32,1.45,108.82,127.28,1.68,1.71,0.03,0.021,0.1,20.15,,
T,Pa,Archontophoenix alexandrae,2,143,0.17,6.34,5.34,1.45,1.32,1.45,108.82,127.28,1.68,1.71,0.04,0.028,0.08,40.59,,
T,Pa,Archontophoenix alexandrae,2,143,0.17,6.34,5.34,1.37,1.32,1.45,108.82,127.28,1.68,1.71,0.05,0.035,0.15,47.82,,
T,Pa,Archontophoenix alexandrae,2,143,0.17,6.34,5.34,1.42,1.32,1.45,108.82,127.28,1.68,1.71,0.06,0.042,0.24,59.54,,
T,Pa,Archontophoenix alexandrae,2,143,0.17,6.34,5.34,1.45,1.32,1.45,108.82,127.28,1.68,1.71,0.07,0.049,0.27,70.92,,
T,Pa,Archontophoenix alexandrae,2,143,0.17,6.34,5.34,1.34,1.32,1.45,108.82,127.28,1.68,1.71,0.08,0.0559,0.35,74.7,,
T,Pa,Archontophoenix alexandrae,2,143,0.17,6.34,5.34,1.27,1.32,1.45,108.82,127.28,1.68,1.71,0.09,0.0629,0.28,80.21,,
T,Pa,Archontophoenix alexandrae,3,142,0.17,6.31,5.31,0.63,0.73,0.81,170.88,181.84,1.55,0.75,0.03,0.0211,0.04,13.34,,
T,Pa,Archontophoenix alexandrae,3,142,0.17,6.31,5.31,0.81,0.73,0.81,170.88,181.84,1.55,0.75,0.04,0.0282,0.06,22.75,,
T,Pa,Archontophoenix alexandrae,3,142,0.17,6.31,5.31,0.74,0.73,0.81,170.88,181.84,1.55,0.75,0.05,0.0352,0.11,25.96,,
T,Pa,Archontophoenix alexandrae,3,142,0.17,6.31,5.31,0.65,0.73,0.81,170.88,181.84,1.55,0.75,0.06,0.0423,0.19,27.54,,
T,Pa,Archontophoenix alexandrae,3,142,0.17,6.31,5.31,0.74,0.73,0.81,170.88,181.84,1.55,0.75,0.07,0.0493,0.33,36.29,,
T,Pa,Archontophoenix alexandrae,3,142,0.17,6.31,5.31,0.8,0.73,0.81,170.88,181.84,1.55,0.75,0.08,0.0563,0.35,45.35,,
T,Pa,Archontophoenix alexandrae,3,142,0.17,6.31,5.31,0.76,0.73,0.81,170.88,181.84,1.55,0.75,0.09,0.0634,0.29,48.41,,
T,Pa,Archontophoenix alexandrae,4,115,0.17,6.07,5.07,2.36,3.99,5.2,126.32,137.8,2.24,1.66,0.02,0.0174,0.01,41.05,,
T,Pa,Archontophoenix alexandrae,4,115,0.17,6.07,5.07,4.05,3.99,5.2,126.32,137.8,2.24,1.66,0.03,0.0261,0.1,105.57,,
T,Pa,Archontophoenix alexandrae,4,115,0.17,6.07,5.07,5.2,3.99,5.2,126.32,137.8,2.24,1.66,0.04,0.0348,0.48,180.92,,
T,Pa,Archontophoenix alexandrae,4,115,0.17,6.07,5.07,4.76,3.99,5.2,126.32,137.8,2.24,1.66,0.05,0.0435,0.51,206.98,,
T,Pa,Archontophoenix alexandrae,4,115,0.17,6.07,5.07,2.39,3.99,5.2,126.32,137.8,2.24,1.66,0.06,0.0522,0.66,224.53,,
T,Pa,Archontophoenix alexandrae,4,115,0.17,6.07,5.07,5.19,3.99,5.2,126.32,137.8,2.24,1.66,0.07,0.0609,0.75,315.74,,
T,Pa,Archontophoenix alexandrae,5,130,0.18,5.95,4.95,1.13,1.38,1.64,104.82,117.91,1.14,1.27,0.02,0.0154,0.08,17.42,,
T,Pa,Archontophoenix alexandrae,5,130,0.18,5.95,4.95,1.51,1.38,1.64,104.82,117.91,1.14,1.27,0.03,0.0231,0.29,34.78,,
T,Pa,Archontophoenix alexandrae,5,130,0.18,5.95,4.95,1.64,1.38,1.64,104.82,117.91,1.14,1.27,0.04,0.0308,0.84,50.61,,
T,Pa,Archontophoenix alexandrae,5,130,0.18,5.95,4.95,1.38,1.38,1.64,104.82,117.91,1.14,1.27,0.05,0.0385,1.18,53.1,,
T,Pa,Archontophoenix alexandrae,5,130,0.18,5.95,4.95,1.27,1.38,1.64,104.82,117.91,1.14,1.27,0.06,0.0462,0.85,58.71,,
T,Pa,Archontophoenix alexandrae,5,130,0.18,5.95,4.95,1.32,1.38,1.64,104.82,117.91,1.14,1.27,0.07,0.0538,1.01,71.06,,
T,Pa,Archontophoenix alexandrae,6,121,0.17,6.29,5.29,3,4.56,5.41,NA,NA,NA,NA,0.02,0.0165,0.09,49.59,,
T,Pa,Archontophoenix alexandrae,6,121,0.17,6.29,5.29,4.32,4.56,5.41,NA,NA,NA,NA,0.03,0.0248,0.16,107.04,,
T,Pa,Archontophoenix alexandrae,6,121,0.17,6.29,5.29,5.41,4.56,5.41,NA,NA,NA,NA,0.04,0.0331,0.32,178.88,,
T,Pa,Archontophoenix alexandrae,6,121,0.17,6.29,5.29,4.67,4.56,5.41,NA,NA,NA,NA,0.05,0.0413,0.45,193.03,,
T,Pa,Archontophoenix alexandrae,6,121,0.17,6.29,5.29,4.68,4.56,5.41,NA,NA,NA,NA,0.06,0.0496,0.59,231.96,,
T,Pa,Archontophoenix alexandrae,6,121,0.17,6.29,5.29,5.27,4.56,5.41,NA,NA,NA,NA,0.07,0.0579,0.61,305.16,,
T,Pa,Chrysalidocarpus lutescens,1,236,0.56,2.07,1.07,0.61,0.68,0.79,161.28,183.84,4.27,2.05,0.03,0.0127,NA,NA,0,0
T,Pa,Chrysalidocarpus lutescens,1,236,0.56,2.07,1.07,0.71,0.68,0.79,161.28,183.84,4.27,2.05,0.04,0.0169,NA,NA,0,0
T,Pa,Chrysalidocarpus lutescens,1,236,0.56,2.07,1.07,0.79,0.68,0.79,161.28,183.84,4.27,2.05,0.05,0.0212,NA,NA,0,0
T,Pa,Chrysalidocarpus lutescens,1,236,0.56,2.07,1.07,0.74,0.68,0.79,161.28,183.84,4.27,2.05,0.07,0.0297,0.11,21.86,,
T,Pa,Chrysalidocarpus lutescens,1,236,0.56,2.07,1.07,0.65,0.68,0.79,161.28,183.84,4.27,2.05,0.09,0.0381,0.16,24.79,,
T,Pa,Chrysalidocarpus lutescens,1,236,0.56,2.07,1.07,0.59,0.68,0.79,161.28,183.84,4.27,2.05,0.11,0.0466,0.18,27.64,,
T,Pa,Chrysalidocarpus lutescens,2,205,0.37,2.99,1.99,0.31,0.75,1.15,170.14,192.26,2.42,1.05,0.03,0.0146,NA,NA,0,0
T,Pa,Chrysalidocarpus lutescens,2,205,0.37,2.99,1.99,0.46,0.75,1.15,170.14,192.26,2.42,1.05,0.04,0.0195,0.07,9.02,,
T,Pa,Chrysalidocarpus lutescens,2,205,0.37,2.99,1.99,0.52,0.75,1.15,170.14,192.26,2.42,1.05,0.05,0.0244,0.12,12.58,,
T,Pa,Chrysalidocarpus lutescens,2,205,0.37,2.99,1.99,1.15,0.75,1.15,170.14,192.26,2.42,1.05,0.07,0.0341,0.07,39.31,,
T,Pa,Chrysalidocarpus lutescens,2,205,0.37,2.99,1.99,1.09,0.75,1.15,170.14,192.26,2.42,1.05,0.09,0.0439,0.17,48.03,,
T,Pa,Chrysalidocarpus lutescens,2,205,0.37,2.99,1.99,0.98,0.75,1.15,170.14,192.26,2.42,1.05,0.11,0.0537,0.39,52.54,,
T,Pa,Chrysalidocarpus lutescens,3,209,0.75,1.64,0.64,0.08,0.12,0.16,147.38,169.21,3.6,1.99,0.03,0.0144,0.05,1.1,,
T,Pa,Chrysalidocarpus lutescens,3,209,0.75,1.64,0.64,0.1,0.12,0.16,147.38,169.21,3.6,1.99,0.04,0.0191,0.03,1.93,,
T,Pa,Chrysalidocarpus lutescens,3,209,0.75,1.64,0.64,0.09,0.12,0.16,147.38,169.21,3.6,1.99,0.05,0.0239,0.02,2.12,,
T,Pa,Chrysalidocarpus lutescens,3,209,0.75,1.64,0.64,0.14,0.12,0.16,147.38,169.21,3.6,1.99,0.07,0.0335,0.05,4.74,,
T,Pa,Chrysalidocarpus lutescens,3,209,0.75,1.64,0.64,0.16,0.12,0.16,147.38,169.21,3.6,1.99,0.09,0.0431,0.1,7,,
T,Pa,Chrysalidocarpus lutescens,3,209,0.75,1.64,0.64,0.15,0.12,0.16,147.38,169.21,3.6,1.99,0.11,0.0526,0.06,7.81,,
T,Pa,Chrysalidocarpus lutescens,4,206,0.71,1.75,0.75,0.28,0.65,0.85,141.21,159.47,3.41,2.1,0.03,0.0146,0.01,4.09,,
T,Pa,Chrysalidocarpus lutescens,4,206,0.71,1.75,0.75,0.85,0.65,0.85,141.21,159.47,3.41,2.1,0.04,0.0194,0.05,16.45,,
T,Pa,Chrysalidocarpus lutescens,4,206,0.71,1.75,0.75,0.76,0.65,0.85,141.21,159.47,3.41,2.1,0.05,0.0243,0.09,18.46,,
T,Pa,Chrysalidocarpus lutescens,4,206,0.71,1.75,0.75,0.69,0.65,0.85,141.21,159.47,3.41,2.1,0.06,0.0291,0.15,19.99,,
T,Pa,Chrysalidocarpus lutescens,4,206,0.71,1.75,0.75,0.67,0.65,0.85,141.21,159.47,3.41,2.1,0.07,0.034,0.19,22.83,,
T,Pa,Chrysalidocarpus lutescens,4,206,0.71,1.75,0.75,0.67,0.65,0.85,141.21,159.47,3.41,2.1,0.08,0.0388,0.22,25.95,,
T,Pa,Chrysalidocarpus lutescens,5,203,0.79,1.59,0.59,0.77,3.11,3.92,150.42,169.93,3.45,1.88,0.03,0.0148,NA,NA,0,0
T,Pa,Chrysalidocarpus lutescens,5,203,0.79,1.59,0.59,3.92,3.11,3.92,150.42,169.93,3.45,1.88,0.04,0.0197,0.34,77.22,,
T,Pa,Chrysalidocarpus lutescens,5,203,0.79,1.59,0.59,3.74,3.11,3.92,150.42,169.93,3.45,1.88,0.05,0.0246,0.35,92.24,,
T,Pa,Chrysalidocarpus lutescens,5,203,0.79,1.59,0.59,3.63,3.11,3.92,150.42,169.93,3.45,1.88,0.06,0.0296,0.39,107.31,,
T,Pa,Chrysalidocarpus lutescens,5,203,0.79,1.59,0.59,3.46,3.11,3.92,150.42,169.93,3.45,1.88,0.07,0.0345,0.49,119.34,,
T,Pa,Chrysalidocarpus lutescens,5,203,0.79,1.59,0.59,3.14,3.11,3.92,150.42,169.93,3.45,1.88,0.08,0.0394,0.52,123.64,,
T,Pa,Chrysalidocarpus lutescens,6,216,0.64,1.88,0.88,0.5,0.93,1.21,162.62,172.3,2.33,1.11,0.03,0.0139,NA,NA,0,0
T,Pa,Chrysalidocarpus lutescens,6,216,0.64,1.88,0.88,1.21,0.93,1.21,162.62,172.3,2.33,1.11,0.04,0.0185,0.01,22.44,,
T,Pa,Chrysalidocarpus lutescens,6,216,0.64,1.88,0.88,1.1,0.93,1.21,162.62,172.3,2.33,1.11,0.05,0.0231,0.06,25.36,,
T,Pa,Chrysalidocarpus lutescens,6,216,0.64,1.88,0.88,1.01,0.93,1.21,162.62,172.3,2.33,1.11,0.06,0.0278,0.17,28.08,,
T,Pa,Chrysalidocarpus lutescens,6,216,0.64,1.88,0.88,0.88,0.93,1.21,162.62,172.3,2.33,1.11,0.07,0.0324,0.19,28.57,,
T,Pa,Chrysalidocarpus lutescens,6,216,0.64,1.88,0.88,0.9,0.93,1.21,162.62,172.3,2.33,1.11,0.08,0.037,0.21,33.15,,
T,Pa,Areca triandra,1,229,0.75,1.63,0.63,0.16,0.49,0.84,130.22,146.53,1.59,1.16,0.02,0.0087,NA,NA,0,0
T,Pa,Areca triandra,1,229,0.75,1.63,0.63,0.29,0.49,0.84,130.22,146.53,1.59,1.16,0.03,0.0131,NA,NA,0,0
T,Pa,Areca triandra,1,229,0.75,1.63,0.63,0.38,0.49,0.84,130.22,146.53,1.59,1.16,0.04,0.0175,NA,NA,0,0
T,Pa,Areca triandra,1,229,0.75,1.63,0.63,0.5,0.49,0.84,130.22,146.53,1.59,1.16,0.05,0.0218,NA,NA,0,0
T,Pa,Areca triandra,1,229,0.75,1.63,0.63,0.84,0.49,0.84,130.22,146.53,1.59,1.16,0.06,0.0262,0.1,21.95,,
T,Pa,Areca triandra,1,229,0.75,1.63,0.63,0.79,0.49,0.84,130.22,146.53,1.59,1.16,0.07,0.0306,0.13,24.24,,
T,Pa,Areca triandra,2,183,0.79,1.89,0.89,0.94,1.7,2.48,117.12,130.34,1.77,1.6,0.02,0.0109,NA,NA,0,0
T,Pa,Areca triandra,2,183,0.79,1.89,0.89,1.21,1.7,2.48,117.12,130.34,1.77,1.6,0.03,0.0164,0.1,19.91,,
T,Pa,Areca triandra,2,183,0.79,1.89,0.89,1.38,1.7,2.48,117.12,130.34,1.77,1.6,0.04,0.0219,0.17,30.16,,
T,Pa,Areca triandra,2,183,0.79,1.89,0.89,1.75,1.7,2.48,117.12,130.34,1.77,1.6,0.05,0.0273,0.23,47.85,,
T,Pa,Areca triandra,2,183,0.79,1.89,0.89,2.43,1.7,2.48,117.12,130.34,1.77,1.6,0.06,0.0328,0.38,79.53,,
T,Pa,Areca triandra,2,183,0.79,1.89,0.89,2.48,1.7,2.48,117.12,130.34,1.77,1.6,0.07,0.0383,0.78,94.85,,
T,Pa,Areca triandra,3,216,0.68,1.77,0.77,0.2,0.61,1.04,145.65,174.61,1.95,1.11,0.02,0.0093,NA,NA,0,0
T,Pa,Areca triandra,3,216,0.68,1.77,0.77,0.34,0.61,1.04,145.65,174.61,1.95,1.11,0.03,0.0139,NA,NA,0,0
T,Pa,Areca triandra,3,216,0.68,1.77,0.77,0.43,0.61,1.04,145.65,174.61,1.95,1.11,0.04,0.0185,NA,NA,0,0
T,Pa,Areca triandra,3,216,0.68,1.77,0.77,0.65,0.61,1.04,145.65,174.61,1.95,1.11,0.05,0.0231,NA,NA,0,0
T,Pa,Areca triandra,3,216,0.68,1.77,0.77,1.04,0.61,1.04,145.65,174.61,1.95,1.11,0.06,0.0278,0.08,28.84,,
T,Pa,Areca triandra,3,216,0.68,1.77,0.77,0.98,0.61,1.04,145.65,174.61,1.95,1.11,0.07,0.0324,0.13,31.64,,
T,Pa,Areca triandra,4,195,0.5,2.29,1.29,0.2,0.28,0.41,104.62,133.75,1.89,2.03,0.03,0.0154,NA,NA,0,0
T,Pa,Areca triandra,4,195,0.5,2.29,1.29,0.24,0.28,0.41,104.62,133.75,1.89,2.03,0.04,0.0205,0.03,4.83,,
T,Pa,Areca triandra,4,195,0.5,2.29,1.29,0.27,0.28,0.41,104.62,133.75,1.89,2.03,0.05,0.0256,0.03,6.81,,
T,Pa,Areca triandra,4,195,0.5,2.29,1.29,0.28,0.28,0.41,104.62,133.75,1.89,2.03,0.06,0.0308,0.05,8.48,,
T,Pa,Areca triandra,4,195,0.5,2.29,1.29,0.31,0.28,0.41,104.62,133.75,1.89,2.03,0.07,0.0359,0.13,11.08,,
T,Pa,Areca triandra,4,195,0.5,2.29,1.29,0.41,0.28,0.41,104.62,133.75,1.89,2.03,0.08,0.041,0.2,16.62,,
T,Pa,Areca triandra,5,194,0.61,1.93,0.93,1.82,2.26,3,124.99,155.56,2.03,1.55,0.03,0.0155,NA,NA,0,0
T,Pa,Areca triandra,5,194,0.61,1.93,0.93,1.9,2.26,3,124.99,155.56,2.03,1.55,0.04,0.0206,0.06,39.13,,
T,Pa,Areca triandra,5,194,0.61,1.93,0.93,2.02,2.26,3,124.99,155.56,2.03,1.55,0.05,0.0258,0.14,52.18,,
T,Pa,Areca triandra,5,194,0.61,1.93,0.93,2.34,2.26,3,124.99,155.56,2.03,1.55,0.06,0.0309,0.15,72.44,,
T,Pa,Areca triandra,5,194,0.61,1.93,0.93,2.46,2.26,3,124.99,155.56,2.03,1.55,0.07,0.0361,0.33,88.6,,
T,Pa,Areca triandra,5,194,0.61,1.93,0.93,3,2.26,3,124.99,155.56,2.03,1.55,0.08,0.0412,0.46,123.64,,
T,Pa,Areca triandra,6,183,0.68,1.78,0.78,0.71,0.94,1.18,138.63,166.4,2.94,1.82,0.03,0.0164,0,11.6,,
T,Pa,Areca triandra,6,183,0.68,1.78,0.78,0.79,0.94,1.18,138.63,166.4,2.94,1.82,0.04,0.0219,0.03,17.19,,
T,Pa,Areca triandra,6,183,0.68,1.78,0.78,1,0.94,1.18,138.63,166.4,2.94,1.82,0.05,0.0273,0.1,27.25,,
T,Pa,Areca triandra,6,183,0.68,1.78,0.78,0.98,0.94,1.18,138.63,166.4,2.94,1.82,0.06,0.0328,0.12,31.99,,
T,Pa,Areca triandra,6,183,0.68,1.78,0.78,1,0.94,1.18,138.63,166.4,2.94,1.82,0.07,0.0383,0.23,38.12,,
T,Pa,Areca triandra,6,183,0.68,1.78,0.78,1.18,0.94,1.18,138.63,166.4,2.94,1.82,0.08,0.0437,0.35,51.53,,
T,Pa,Dypsis  lutescen ,1,170,0.53,2.2,1.2,0.17,0.59,1.06,131.89,156.8,1.78,1.27,0.02,0.0118,0.04,2,,
T,Pa,Dypsis  lutescen ,1,170,0.53,2.2,1.2,0.29,0.59,1.06,131.89,156.8,1.78,1.27,0.03,0.0176,NA,NA,0,0
T,Pa,Dypsis  lutescen ,1,170,0.53,2.2,1.2,0.47,0.59,1.06,131.89,156.8,1.78,1.27,0.04,0.0235,NA,NA,0,0
T,Pa,Dypsis  lutescen ,1,170,0.53,2.2,1.2,0.59,0.59,1.06,131.89,156.8,1.78,1.27,0.05,0.0294,NA,NA,0,0
T,Pa,Dypsis  lutescen ,1,170,0.53,2.2,1.2,0.72,0.59,1.06,131.89,156.8,1.78,1.27,0.06,0.0353,0.06,25.34,,
T,Pa,Dypsis  lutescen ,1,170,0.53,2.2,1.2,0.85,0.59,1.06,131.89,156.8,1.78,1.27,0.07,0.0412,0.11,35.08,,
T,Pa,Dypsis  lutescen ,1,170,0.53,2.2,1.2,1.06,0.59,1.06,131.89,156.8,1.78,1.27,0.08,0.0471,0.15,49.92,,
T,Pa,Dypsis  lutescen ,2,154,0.31,3.72,2.72,0.33,0.75,1.05,127.6,146.68,1.93,1.44,0.02,0.013,NA,NA,0,0
T,Pa,Dypsis  lutescen ,2,154,0.31,3.72,2.72,0.49,0.75,1.05,127.6,146.68,1.93,1.44,0.03,0.0195,NA,NA,0,0
T,Pa,Dypsis  lutescen ,2,154,0.31,3.72,2.72,0.71,0.75,1.05,127.6,146.68,1.93,1.44,0.04,0.026,NA,NA,0,0
T,Pa,Dypsis  lutescen ,2,154,0.31,3.72,2.72,0.8,0.75,1.05,127.6,146.68,1.93,1.44,0.05,0.0325,NA,NA,0,0
T,Pa,Dypsis  lutescen ,2,154,0.31,3.72,2.72,0.91,0.75,1.05,127.6,146.68,1.93,1.44,0.06,0.039,0.03,35.27,,
T,Pa,Dypsis  lutescen ,2,154,0.31,3.72,2.72,0.95,0.75,1.05,127.6,146.68,1.93,1.44,0.07,0.0455,0.1,43.26,,
T,Pa,Dypsis  lutescen ,2,154,0.31,3.72,2.72,1.05,0.75,1.05,127.6,146.68,1.93,1.44,0.08,0.0519,0.23,54.77,,
T,Pa,Dypsis  lutescen ,3,165,0.42,3.06,2.06,0.24,0.63,1.05,139.54,151.76,0.95,0.61,0.02,0.0121,0.02,2.93,,
T,Pa,Dypsis  lutescen ,3,165,0.42,3.06,2.06,0.33,0.63,1.05,139.54,151.76,0.95,0.61,0.03,0.0182,NA,NA,0,0
T,Pa,Dypsis  lutescen ,3,165,0.42,3.06,2.06,0.48,0.63,1.05,139.54,151.76,0.95,0.61,0.04,0.0242,0.01,11.69,,
T,Pa,Dypsis  lutescen ,3,165,0.42,3.06,2.06,0.62,0.63,1.05,139.54,151.76,0.95,0.61,0.05,0.0303,0.06,18.79,,
T,Pa,Dypsis  lutescen ,3,165,0.42,3.06,2.06,0.77,0.63,1.05,139.54,151.76,0.95,0.61,0.06,0.0364,0.12,27.97,,
T,Pa,Dypsis  lutescen ,3,165,0.42,3.06,2.06,0.92,0.63,1.05,139.54,151.76,0.95,0.61,0.07,0.0424,0.16,39.2,,
T,Pa,Dypsis  lutescen ,3,165,0.42,3.06,2.06,1.05,0.63,1.05,139.54,151.76,0.95,0.61,0.08,0.0485,0.17,50.94,,
T,Pa,Dypsis  lutescen ,4,191,0.7,2.05,1.05,0.35,0.74,1.04,134.25,150.25,1.83,1.33,0.04,0.0209,NA,NA,0,0
T,Pa,Dypsis  lutescen ,4,191,0.7,2.05,1.05,0.53,0.74,1.04,134.25,150.25,1.83,1.33,0.05,0.0262,0.03,13.97,,
T,Pa,Dypsis  lutescen ,4,191,0.7,2.05,1.05,0.66,0.74,1.04,134.25,150.25,1.83,1.33,0.06,0.0314,0.06,20.62,,
T,Pa,Dypsis  lutescen ,4,191,0.7,2.05,1.05,1.04,0.74,1.04,134.25,150.25,1.83,1.33,0.07,0.0366,0.09,38.07,,
T,Pa,Dypsis  lutescen ,4,191,0.7,2.05,1.05,0.96,0.74,1.04,134.25,150.25,1.83,1.33,0.08,0.0419,0.15,40.15,,
T,Pa,Dypsis  lutescen ,4,191,0.7,2.05,1.05,0.91,0.74,1.04,134.25,150.25,1.83,1.33,0.09,0.0471,0.16,43.07,,
T,Pa,Dypsis  lutescen ,5,175,0.29,4.47,3.47,0.56,1.17,1.56,154.62,178.82,3.75,1.88,0.04,0.0229,NA,NA,0,0
T,Pa,Dypsis  lutescen ,5,175,0.29,4.47,3.47,0.89,1.17,1.56,154.62,178.82,3.75,1.88,0.05,0.0286,NA,NA,0,0
T,Pa,Dypsis  lutescen ,5,175,0.29,4.47,3.47,1.04,1.17,1.56,154.62,178.82,3.75,1.88,0.06,0.0343,NA,NA,0,0
T,Pa,Dypsis  lutescen ,5,175,0.29,4.47,3.47,1.56,1.17,1.56,154.62,178.82,3.75,1.88,0.07,0.04,0.1,57.34,,
T,Pa,Dypsis  lutescen ,5,175,0.29,4.47,3.47,1.49,1.17,1.56,154.62,178.82,3.75,1.88,0.08,0.0457,0.18,62.47,,
T,Pa,Dypsis  lutescen ,5,175,0.29,4.47,3.47,1.45,1.17,1.56,154.62,178.82,3.75,1.88,0.09,0.0514,0.22,68.34,,
T,Pa,Dypsis  lutescen ,6,175,0.35,3.15,2.15,1.5,1.95,2.43,132.82,160.56,2.5,1.71,0.04,0.0229,0.16,34.31,,
T,Pa,Dypsis  lutescen ,6,175,0.35,3.15,2.15,1.75,1.95,2.43,132.82,160.56,2.5,1.71,0.05,0.0286,0.2,50,,
T,Pa,Dypsis  lutescen ,6,175,0.35,3.15,2.15,1.77,1.95,2.43,132.82,160.56,2.5,1.71,0.06,0.0343,0.24,60.73,,
T,Pa,Dypsis  lutescen ,6,175,0.35,3.15,2.15,2.43,1.95,2.43,132.82,160.56,2.5,1.71,0.07,0.04,0.33,97.02,,
T,Pa,Dypsis  lutescen ,6,175,0.35,3.15,2.15,2.15,1.95,2.43,132.82,160.56,2.5,1.71,0.08,0.0457,0.36,98.4,,
T,Pa,Dypsis  lutescen ,6,175,0.35,3.15,2.15,2.13,1.95,2.43,132.82,160.56,2.5,1.71,0.09,0.0514,0.38,109.38,,
T,L,Gnetum montanum,1,153,0.31,3.07,2.07,25.11,39.17,51.75,234.25,334.94,25.56,5.26,0.02,0.0131,0.33,328.21,,
T,L,Gnetum montanum,1,153,0.31,3.07,2.07,26.79,39.17,51.75,234.25,334.94,25.56,5.26,0.03,0.0196,0.45,525.35,,
T,L,Gnetum montanum,1,153,0.31,3.07,2.07,44.89,39.17,51.75,234.25,334.94,25.56,5.26,0.04,0.0261,0.6,1173.67,,
T,L,Gnetum montanum,1,153,0.31,3.07,2.07,51.75,39.17,51.75,234.25,334.94,25.56,5.26,0.05,0.0327,0.64,1691.11,,
T,L,Gnetum montanum,1,153,0.31,3.07,2.07,47.32,39.17,51.75,234.25,334.94,25.56,5.26,0.06,0.0392,0.65,1855.54,,
T,L,Gnetum montanum,2,142,0.34,3.15,2.15,29.59,29.41,34.71,211.22,297.89,21.73,5.43,0.02,0.0141,0.28,416.71,,
T,L,Gnetum montanum,2,142,0.34,3.15,2.15,22.1,29.41,34.71,211.22,297.89,21.73,5.43,0.03,0.0211,0.47,466.94,,
T,L,Gnetum montanum,2,142,0.34,3.15,2.15,31.49,29.41,34.71,211.22,297.89,21.73,5.43,0.04,0.0282,0.63,886.91,,
T,L,Gnetum montanum,2,142,0.34,3.15,2.15,29.18,29.41,34.71,211.22,297.89,21.73,5.43,0.05,0.0352,0.68,1027.54,,
T,L,Gnetum montanum,2,142,0.34,3.15,2.15,34.71,29.41,34.71,211.22,297.89,21.73,5.43,0.06,0.0423,0.72,1466.57,,
T,L,Gnetum montanum,3,141,0.2,3.06,2.06,23.56,26.42,31.72,215.46,305.74,18.8,4.64,0.02,0.0142,0.33,334.22,,
T,L,Gnetum montanum,3,141,0.2,3.06,2.06,18.44,26.42,31.72,215.46,305.74,18.8,4.64,0.03,0.0213,0.37,392.4,,
T,L,Gnetum montanum,3,141,0.2,3.06,2.06,28.98,26.42,31.72,215.46,305.74,18.8,4.64,0.04,0.0284,0.56,822.17,,
T,L,Gnetum montanum,3,141,0.2,3.06,2.06,31.72,26.42,31.72,215.46,305.74,18.8,4.64,0.05,0.0355,0.6,1124.95,,
T,L,Gnetum montanum,3,141,0.2,3.06,2.06,29.4,26.42,31.72,215.46,305.74,18.8,4.64,0.06,0.0426,0.58,1251.15,,
T,L,Gnetum montanum,4,124,0.42,2.67,1.67,3.73,13.59,18.93,319.83,427.75,33.1,3.67,0.01,0.0081,0.02,30.1,,
T,L,Gnetum montanum,4,124,0.42,2.67,1.67,11.5,13.59,18.93,319.83,427.75,33.1,3.67,0.02,0.0161,0.38,185.45,,
T,L,Gnetum montanum,4,124,0.42,2.67,1.67,14.15,13.59,18.93,319.83,427.75,33.1,3.67,0.03,0.0242,0.42,342.42,,
T,L,Gnetum montanum,4,124,0.42,2.67,1.67,17.89,13.59,18.93,319.83,427.75,33.1,3.67,0.04,0.0323,0.46,577.23,,
T,L,Gnetum montanum,4,124,0.42,2.67,1.67,15.33,13.59,18.93,319.83,427.75,33.1,3.67,0.05,0.0403,0.51,618.27,,
T,L,Gnetum montanum,4,124,0.42,2.67,1.67,18.93,13.59,18.93,319.83,427.75,33.1,3.67,0.06,0.0484,0.62,915.75,,
T,L,Gnetum montanum,5,165,0.47,2.35,1.35,10.84,26.46,38.79,NA,NA,NA,NA,0.01,0.0061,0.16,65.68,,
T,L,Gnetum montanum,5,165,0.47,2.35,1.35,20.96,26.46,38.79,NA,NA,NA,NA,0.02,0.0121,0.45,254,,
T,L,Gnetum montanum,5,165,0.47,2.35,1.35,25.42,26.46,38.79,NA,NA,NA,NA,0.03,0.0182,0.6,462.19,,
T,L,Gnetum montanum,5,165,0.47,2.35,1.35,30.68,26.46,38.79,NA,NA,NA,NA,0.04,0.0242,0.65,743.79,,
T,L,Gnetum montanum,5,165,0.47,2.35,1.35,32.08,26.46,38.79,NA,NA,NA,NA,0.05,0.0303,0.76,972.16,,
T,L,Gnetum montanum,5,165,0.47,2.35,1.35,38.79,26.46,38.79,NA,NA,NA,NA,0.06,0.0364,0.93,1410.43,,
T,L,Gnetum montanum,6,157,0.36,3.15,2.15,28.52,60.59,75.61,NA,NA,NA,NA,0.01,0.0064,0.26,181.68,,
T,L,Gnetum montanum,6,157,0.36,3.15,2.15,62.6,60.59,75.61,NA,NA,NA,NA,0.02,0.0127,0.65,797.44,,
